text,label
para el que labura y se rompe el lomo pagando los impuestos mil vueltas para un negro de mierda que no tiene ningún papel que se asocia con un abogado tranfuga igual a él y se quieren apropiar de lo que no es suyo todo perfecto que lindo país que linda ciudad,1
colombia hombre un panchito,1
no quiero sonar xenófobo pero en colombia necesitamos un trump que nos saque tanto inmigrante venezolano 😔,1
felipemelo ya era hora que se joda ese miserable que hace ver tan horrible al fútbol es un deporte de contacto y todo pero ese negro de mierda mal dato la caga toda cae del culo ese cara de verga,1
tambien puedes llevarte a uno y que te rebanen el cuello como ocurrió con el inmigrante terrorista que mató a 3 personas y decapitó a una mujer negra en niza llegó 20 días antes a lampedusa,1
encima de malísimo defendiendo un asesino ojalá termine en la carcel mínimo 15 años negro de mierda,1
👉está salvajada ha pasado hoy en el centro de pamplona‼️ 👉un inmigrante ilegal entra un estanco pide un paquete de tabaco y dice que se lo cobre a na‼️ 👉la pobre chica sale detrás y recibe un puñetazo en la cara diciéndole que la próxima vez la apuñalara‼️ sigue 👎,1
de ¿en qué se parece esta escena a una agresión real de un hombre inmigrante a una mujer que y la piara que las siguen se callan como puertas,1
pones el ejemplo de una inmigrante mentirosa las mujeres honradas no queremos que nos quiten ni un derecho y las que cometan un delito deben ir a la carcel,1
sudaca hijo de puta,1
un estado de derecho debería expulsar a todo inmigrante que ya no trabaje el español se queda pq es su patria el trabajo y recursos sociales deben de ser solo para los nacionales ya recapitularemos contra los gobernantes apátridas y globalistas veo mucho moreno en la cola,1
niño lo de las pateras ya no es normal donde cojones esta el gobierno parando las putas mafias no hay de comer para la gente de aqui menos para ayudar a tanto inmigrante pffff,1
inmigrante drogadicto agresivo situación de calle que linda la herencia de inmigración del gobierno anterior,1
osea por ser inmigrante el weon puede hacer la wea que quiera wenaaaa sigamos igual y que nos pasen por ensima total son extranjeros 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️ ven el hacerse cargo pero porque chucha chile debe hacerse cargo del cacho,1
lamentablemente en este paisaje que ser inmigrante ladronzuelos bisexual homoxesual a los que llevamos 45 años trabajando y cotizando y nos cierran el negocio no tenemos derecho a nada ni mascarillas gratis futuro tenemos alguien me contesta por favor hacerlo,1
no es por nada pero mi mamá se levanta a las 4 de la mañana y hoy salió temprano y quiso recostarse y voos negro de mierda porque eso sos venis y pones musica de colon sos joda loco no todos estamos alp2 como vos viejo de mierda acá laburamos todos,1
otra activista castrochavista vayase a su pais a exigir derechos en q país los extranjeros hacen las constituciones o las leyes con razón tanto inmigrante nos metieron ahora nueva seremos colonia si les siguen dando alas a estos infiltrados,1
no necesitas confesar que a homer le llamas homero panchito,1
chile tiene derecho a defender su frontera este país es llegar y llevar paren de abusar y destruir chile ni un inmigrante mas,1
el negro de mierda cara de mono de tévez debería estar parado el mismo tiempo que lo esté aguerre pedazo de hdp,1
cerra el orto negro de mierda metete el virus en el orto y fíjate si te gusta capas te hace bien tener algo metido adentro la concha de tu madre fracasado de mierda,1
of has acogido ya en tu casa a algún inmigrante ilegal,1
y hasta cuando permiten tanto inmigrante los chilenos tendremos que demandar al estado y a todos los que resulten responsables por la traición a la patria y a los chilenos los tratados no los firmamos los chilenos sino los traidores que quieren robarnos nuestra independencia,1
esto podría considerarse como alta traición por parte del gobierno permitir y no repatriar de inmediato a todo inmigrante ilegal que entra en nuestro país se puede saber en el estado de alarma en el que estamos como se consiente la llegada masiva de miles de inmigrantes,1
pat usted se queda calladita que usted es una simple inmigrante y todavia falta lo que dictamine la corte suprema y no se emocione porque los medios lo que hacen es difamar el que quiera socialismo que se venga para venezuela,1
a113 obviamente no como un inmigrante educado con la historia de su país y que no tiene idea de como funciona pais va a dar opinión de como los chilenos debemos vivir además no pueden ser políticos farsante ql,1
deportación inmediata inmigrante si no respetas la ley si no respetas españa no te aceptamos fuera,1
vamos a terminar siendo inmigrante en nuestro país para la inmigración ilegal,1
qué tiene que hacer un inmigrante en nuestra constitución ellos no pueden hacer nuestras bases se tienen que apegar a nuestras bases no hacerlas si las quieren hacer haganla en sus países o no se atreven,1
carlitostevez negro de mierda así con esas palabras,1
tan profesional que él y el negro de mierda de obama permitieron el renacimiento del comunismo en la américa latina y el fortalecimiento de la dictadura cubana y venezuela y la cuerda de gobiernos corruptos de la region al igual que las legiones terroristas islamiicas existentes,1
ser inmigrante ilegal en chile es la papa te dan de todo y si no lo exiges y el corre a dártelo si hasta cupos en la constituyente tendrán,1
ar albert te mostras como negro de mierda haciendo que hagan un ruido deprimente y de degenerado te muestra en tu maxima expresión barato mersa prostituido y sin vestigio de ser ser humano o xque sos inservible y vendido y mercenario a guita mal habida y negrero,1
siguen ingresando inmigrantes ilegales y una venezolana que es coordinadora alega que es obligación recibirlos y protegerlos linda la vida una inmigrante viene a decirnos lo que en nuestro país debemos hacer,1
espera al recuento basura inmigrante que lo mismo nos vamos a reir hasta muy pronto estiércol,1
esta pija izquierdos no ha visto un inmigrante negro o moro en su vida la casta no ve los documentales de la 2,1
canarias está en pandemia crisis económica desempleo colas del hambre invasión inmigrante canarios ¿cómo os dejáis hacer esto,1
80m€ para menas y los colegios ni un euro a inmigrante,1
es abascal para ello debería haber un plan de migración controlada y ojo yo soy inmigrante pero esa continua llegada sin control lo q trae es el hundimiento de los servicios y la economía local lo normal sería q los devolviesen a su país de origen pero eso a podemos y psoe no conviene,1
a joderse inmigrante pero de los malos 🤮🤮🤮,1
te fuiste desinstalado valorant peruano gano 5 seguidas me dejan en silver pierdo 2 y me bajan a bronce juego de los cojones riot y la concha de tu hermana inmigrante de color,1
no corrección sos un mala leche negro de mierda,1
2000 inmigrantes más la última semana en canarias hospedados en hoteles 50 euros por inmigrante paga el estado a dueño de hoteles,1
lo bueno de hoy es q casi me hagarro a las trompadas con un negro de mierda 😂,1
la gorda centroamericana inmigrante de tokyo godfathers que tiene voz de mujer blanca flaca de clase alta de buenos aires,1
pero panchito guarro tu q vienes a opinar si no eres ni de españa ponte a ver la liga esa panchita q tenéis y deja la española tranquila vete a transmitir tu sabiduría futbolistica con tus hermanos los monos,1
landauri negro de mierda fracasado,1
pe bueno pues siendo de otra nacionalidad no tienen por que inmiscuirse en esos problemas en suecia está prohibido que un inmigrante realice esas acciones sino deportación,1
asi es mujer pero que sepas que si quien ejerce violencia de cualquier tipo sobre ti es inmigrante ilegal ni irene montero ni ninguno de sus chiringuitos feministas moverá un dedo por ti,1
cerremos las froteras terrestres a fin de no encontrarnos con sorpresas una vez estén acá demasiado inmigrante sin profesión sin una expertiz técnica solo delincuentes y malhechores que no aportan nada al pais hasta cuando por la flauta,1
populi vives en una isla no tú no podrás gastar para tus hijos pero los inmigrante ilegales viven en vuestros hoteles de 4 estrellas gratis y tu sin poder salir a cenar xq los turistas se van a otro país a qué es gracioso chavalote,1
ale a mamarla que en la guyana el inmigrante es el blanquito inmigración masiva para extirpar la identidad de los guayaneses,1
es verdad che se fue la mierda con tanto inmigrante penca que ha llegado solo recuerden al haitiano empelota golpeando autos que pena por mi país y todo por culpa del zurderio y políticos de la misma mierda tengo mucha rabia,1
accion liberi inmigrante ilegal punto,1
un inmigrante ghanés mata a un matrimonio en ferrol,1
a esta familia le dan cita para dentro de 1 año a los inmigrante les atienden al momento así va españa,1
este un moro de mierda asqueroso y maxista chabelita manda al zumbado a marruecos con su especie de maxistas,1
es un moro de mierda maxista gordo y asqueroso sera no hay marroquis chabelita guapos no como este feo y asqueroso moro mierda,1
r un moro de mierda que coño de un niño,1
los chanchullos y evadir pagar impuestos y alterar votaciones son las especialidades de echenique en estos casos se mueve como pez en el agua lo que le hace mucho daño es trabajar como buen podemita a parte de sudaca,1
callate negro de mierda,1
fronteras abiertas para todo inmigrante legal e ilegal incluídos unos cuantos sicarios terroristas narcos prostitutas prestamistas etc etc etc etc ahora ya nadie los sacará del país,1
trastamara me cago en el puto negro de mierda,1
para aspirar a un puesto como el que ud refiere lo primero y más importante es la antigüedad con el carnet del psoe luego vienen otros méritos como el activismo ser gay lesbiana inmigrante de color de la religión de la paz todo eso da puntos 🌹,1
sin menospreciar a ningún minusválido pero este tío es minusválido de todo en su vida es increíble que este inmigrante de mierda este en españa y que lo hayamos acogido como persona de bien,1
que clase de estupideces juntas podrían salir de la unión de un bueno para nada iletrados como cárdenas y una inmigrante española rancia fracasada perfaver,1
a lo mejor entre las jugadoras hay alguna inmigrante y todo,1
londres con tanto inmigrante está horrible,1
hay que hacer una marcha anti inmigrante lo mas pronto posible,1
hijo de puta queres seguir haciendo trampa negro de mierda,1
nadie mata a este negro de mierda 🤦‍♂️,1
eres un panchito analfabeto dejo de hablar con usted,1
no me importa negro de mierda,1
de treboles ni saben ni conocen la vergüenza quieren al español muerto de hambre y al inmigrante bien contento para tener los votos perdidos,1
joe biden no se pone a la altura de este puto moro de mierda,1
todo el día hablando de un enfermo inmigrante que asesinó gente estoy esperando escuchar que hace esta persona aquí quien se responsabiliza de la migracion qué fiscalización se hace en la comuna que dejó el ministro del interior cuales son las políticas,1
es cierto 200€ de multa es injusto a ti que tienes pasta te tenían que haber puesto 400€ y expulsarte del país por ser inmigrante y haberte saltado las normas de confinamiento,1
en ciudades como hamburgo están como en suecia los usurpan el estado protege al inmigrante con subsidios y libertad para que hagan lo que quieran eurabia es un hecho,1
no me voy a ir evidentemente el fascista eres tú yo respeto tus ideas aunque te hagan pobre ese es tu problema llévate a casa a algún inmigrante que viene huyendo de guerras y lo acoges con tu familia yo prefiero que vuelvan a su país,1
heroes en lmao espera que eres un sudaca culpa mia por no hablar en mono👶🏿,1
qué gracioso ver que el puto moro bocazas que más hablaba fue despedazado a trocitos por su propio juguete y los otros se meaban en comisaría de miedo jeje a estos les sacas de follar cabras y se pierden,1
de treboles eso no es simplemente una inmigrante es una terrorista es muy posible que ese sea la misión que le hayan dado,1
gracias a su plan de inmigración hoy en chile hay ocho chilenos muertos por un psicopata inmigrante colombiano well done,1
con la familia esa que parece una tribu azteca sudaca de mierda,1
captado en cámara →un inmigrante de áfrica se atreve a acercarse quitarle la mascarilla de un golpe coger la santa biblia insultar lo digo por el tono en el que lo decía al padre e irse en medio de una misa,1
es moro de mierda coge tu patera con tu tan tan y a tpc 🖕a tu punto país para que te mueras de hambre allí,1
es negro de mierda hdp debería ser esclavo,1
zero un panchito infravalorado españa lo único parecido a tu país q tenemos es la mierda de p iglesias menudos habéis mandado el echenique y encima monedero e iglesias se introducen en la mierda socialista comunista que hay en todo latam menudas enseñanzas,1
cuando un gobierno le da poder a minorias clasificándolos de una sociedad esa minoría luego se aprovecha de su victimismo por la protección del estado debe ser un inmigrante musulmán atacando a un cristiano no más digo,1
saludos móviles hotelitos paguitas y los de aquí perdiendo empleos y hundiéndose los comercios a la caza del voto inmigrante,1
con este asesino serial una vez más nos damos cuenta que cualquier inmigrante con antecedentes penales vive tranquilamente en chile y la justicia no funciona con todos los delitos que antecedieron a estos crímenes no fue expulsado del país fuera abbott no sirves,1
ridere es el pobre es una persona que pertenece a la misma nación soberana que yo el inmigrante no este ha violado nuestra soberanía nacional entrando ilegalmente en nuestro territorio el pobre no,1
que dios me perdone pero puto negro de mierda,1
señor manuel jiménez alcalde santo domingo este este vertedero improvisado en el bulevar de la avenida de las américas esquina sabana larga fue creado por un inmigrante extranjero que está de manera irregular nuestro país esperamos su desalojo,1
ese negro de mierda lo que le hace falta es que le den una buena coñaza hdp y va a llegar un momento que esas escorias van a destruir a españa que sigan dándole refugio a todas esas ratas ahí están las consecuencias,1
bosteros de mierda otra vez lesionaron a uno por ese negro de mierda de tevez mala leche todo llega,1
es y 10€ diarios a cada inmigrante una vez puse suelo español,1
es un hincha del barça panchito no finjas sorpresa,1
la pelotuda que le grita a la policia se ve que nunca se cruzó con un negro de mierda como ese cuando un chorro te agarra te hace eso y mucho más y si quiere te pega un tiro sábelo boluda ojalá lo hubieran matado diríamos uno menos,1
por qué mejor no estudia o lee un poco chanel logró lo que nadie salió de entre la pobreza a vestir las damas de parís se enamoró de un militar sí pero la sudaca ni siendo hija de político y renegando del apellido de su padre le llegará a los tobillos,1
yo estoy diciendo sólo que basta que entre cualquier inmigrante sin haber respetado los conductos necesarios para llegar a chile porque en este momento cualquiera se cree con derecho de llegar al país y decir quiero asilo así no funciona la cosa,1
el otro día iba un poco mamado por la calle comiendome unos nuggets y se me acercaron 3 menas y uno me pidió comida le di uno y el puto moro encima se me quejó,1
maldito negro de mierda donde estan los defensores de los derechos de los gorilas salvajes,1
se ve que come muy bien panchito feliz día en comunión con el universo,1
de treboles lo que no se puede esalwuilsr una habitación a un inmigrante que tienen que perder yo no me arriesgo y mira que alquilando una habitación pagas el 80 del alquiler,1
la señora claudia lópez simplemente dice la verdad y la verdad en ocasiones duele me imagino que si fuera al contrario no dirías nada porque la verdad si un inmigrante no viene a aportar y por lo contrario se dedica a delinquir debe ser expulsado y punto,1
el venezolano hace unas exigencias que este tipejo quien es quien se cree si a este inmigrante no le gusta lo que se dice de algunos de su país bien ido sea y no vuelva nunca y más bien haga esas exigencias en su país de 💩 ahora hay que pedirle perdón idiota idiota,1
en chile para obtener beneficios hay que ser flojo o inmigrante y tienes todo del estado salud jardines y salas cunas vivienda bonos y subsidios,1
el sudaca a lo suyo robar echenique es apoderado de una de las cuentas por las que se investiga a podemos vía es,1
de las 9 de la mañana dando vueltas por los negro de mierda que cortaron la ruta como los odio hdp,1
el inmigrante ilegal pasará de canarias a marruecos con 6 “hostias” y que no vuelva más,1
una familia le alquila una habitación a una mujer inmigrante y los intenta envenenar con lejía no no es xenofobia empieza a ser supervivencia si no saben convivir que los deporten a sus países españa no es lugar para este tipo de gente deportaciones ya,1
na com pna es ¿ habrá manifestación de feministas ahhh no que es un inmigrante ilegal todas calladitas,1
delincuente colombiano asesino en serie la fauna inmigrante está poniendo en verdadero riesgo a la fauna nativa los políticos tienen durmiendo los proyectos de ley de inmigración y otros relacionados con la seguridad pública y el público borrego sigue votando por ellos,1
mi dosis se la cedo generosamente a un inmigrante ilegal subsahariano,1
me cisco en la puta que parió al negro de mierda y en toda su puta familia me cisco en ala mahoma corán ramadán y con el minarete con el musulmán dentro y en todos los ateos que defienden estos actos vandálicos ¡soy agnóstico y respeto a quién respeta,1
es que los negros musulmanes y todo inmigrante que venga del medio oriente y áfrica son intocables en europa el resto de la gente se la tiene que calar o ser tachado de racista xenófobo y hasta ser multado o puesto en prisión,1
canarias que empiecen por ayudar a los de aquí primero son el peor gobierno que ha tenido canarias ayudan primero al inmigrante que al canario que se ha quedado sin ingresos eso es lo que hemos conseguido entre todos la invasión ya es un hecho y ahora piden ayuda a europa 🆘,1
dice lo mismo que ocurre en la vieja y culta europa cuando un inmigrante musulmán deja una cagada grande sea violación o asesinato los medios pudorosamente no informan ese detalle corrección política y multicuturalismo es que le dicen,1
rodri llámale negro de mierda y ahora empiezan los progres a llamarte racista pues es un negro de mierda,1
pero si se apoderaron los inmigrante de nuestro país que podemos esperar de las polillas que por lo menos son de aca 🙈🙈🙈,1
pasos para saber si sos europeo 1 naciste en europa 2 si la respuesta es si entonces sos europeo si la respuesta es no entonces sos sudaca de padres sudacas ademas de alto boludo fin,1
este negro de mierda la agarro de boluda a mi mamá que bronca,1
aliyev comeme la polla moro de mierda,1
estoy muy triste porque soy muy meticulosa con la plata y hoy que no revise con toda mi paciencia me encajaron 1000 truchos ojalá se te clave la bici en una avenida y te rompas todos los dientes negro de mierda besos,1
de robos 2 3 motos por dia la madre declaró que el hijo robaba la flia del poli esta amenazada la esposa e hijos se tuvieron que ir de la casa les cagó la vida el negro de mierda ese,1
su apellido o el de su marido la sangre es una cosa muy distinta a la adopción de un apellido ella es sólo una aborigen sudaca con ínfulas de grandeza venir de cuna es lo que cuenta cuando se habla de clase y nobleza,1
ridícula la sudaca con aires europeos,1
comportamiento de un inmigrante negro en una iglesia lo emitirán en 🤨,1
españoles vamos a vitalizar esta imagen un inmigrante entra en iglesia ultraja la biblia insulta y empuja al sacerdote grita en lugar sagrado y se va tan campante eso sí q no les falten las paguitas y el corán y las mezquitas intocables,1
linda la fiestita del indio negro de mierda evo,1
señores políticos miren un inmigrante extranjero colombiano mato 8 chilenos y ustedes están fomentando una nueva ley de inmigración extranjera a la pinta de la onu,1
🤦🏻‍♀️ pero lo más progre es dejar entrar a todo inmigrante que quiera entrar y después ya cuando es tarde no se puede resolver el problema,1
no es una mena ni un inmigrante irregular ni una feminazi es una simple española y eso no interesa porque hay muchos y no salen en la tv lo que no entiende la gente es que no se puede ayudar a todos y estos funcionan simplemente por la propaganda es todo postureo,1
un inmigrante colombiano que ingreso con antecedentes mato a ocho personas en situacion de calle en la comuna de estacion central en serio que no hay que pedir nada a los inmigrantes que llegan en serio que no hay que hacer una seleccion y hay que dejar entrar a cualquiera,1
intento controlar mi ira pero luego veo imágenes como esta y no puedo hosteleros españoles autónomos con sus negocios cerrados o a punto parados de todo tipo y tenemos q dar la pulsera del todo incluído en hoteles de lujo a tanto inmigrante ilegal váyase atpc ¡ya,1
opinar en política de un país en el cual estas de inmigrante no esta mal,1
y la izquierda le quería dar un cupo reservado a este inmigrante ilegal para redactar nuestra constitución,1
dh quién tiene el hostias de ramos 😂😂 puyol se retiró por lesiones joder y me llama fanboy el panchito que parece que viva de defender a ramos con lo indefendible callate ya un mes pesaos cada vez que escribes la cagas macho dices una cosa te la contestó y vas con otro tema,1
no son inmigrantes son invasores un inmigrante cumple con las leyes de inmigracion,1
me cago en el puto negro hijo de la gran puta no respetan nada vienen a chupar como garrapatas tenemos que aguantar esto,1
indudablemente tu forma de contestar es cada vez menos y menos viril tampoco me sorprende además de inmigrante lento resentido y fanático poco hombre,1
inmigrante fue detenido por ser asesino de 8 personas esto es el aporte y el nulo control de ingreso de inmigrantes que este gobierno y tu bellolio detengan entrada chile colapsa,1
gracias por hacer planes para terminar con tanto ladrón que hay en bogotá mano dura no los suelten por favor porque si no aprueben los robos y mano dura con tanto inmigrante y hagan algo para que se vayan del país,1
según las estadísticas el porcentaje de delitos en proporción a la población es mucho mayor entre la población inmigrante así que nos pasamos por el forro la constitución y discriminamos a una parte de la población de manera injustificada,1
yo soy el cura y le meto una consagra que le arrancó la cabeza al puto negro,1
burgos tengo 7 hijos y mi mujer y yo somos minusválidos tengo un sueldo normalillo y en mi colegio concertado el que está más cerca de mi casa no tengo beca de comedor pero si soy inmigrante aunque tenga menos hijos si que me la darían no te pido que me lo mejores ¡ igualamelo,1
somos el puto único pais en el que si vienes como inmigrante te van a dar una ayuda económica te van a pagar un hotel de 5 estrellas y pcr gratis ¿es que somos gilipollas,1
hay alguien en mi calle viendo videos en panchito y te juro que estoy hasta los cojones,1
fueea del pais toda esa escoria humana lo unico q falta es q suban los impuestos para mantener esta manga de cafiche inmigrante,1
cada 1 000€ conque se subsidia a un inmigrante legal o ilegal son 1 000€ que no recibe un español que está antes en la lista,1
esto va mas alla de marruecos por cada inmigrante que llega cada menor que en realidad no son tales el gobierno español sufraga millones de euros que podrian ser invertidos en el pueblo español,1
es tan difícil que las mascarillas sean gratis exijo los mismos derechos que un inmigrante ilegal,1
un inmigrante ilegal violento violento un tremendo puñetazo y amenazas de muerte por un paquete de tabaco detenido en el centro de pamplona a través de com,1
algo que decir al respecto de esta agresión de un inmigrante ilegal a una mujer trabajadora en un estanco al grito de que el tabaco lo pague el gobierno algo que decir marquesa irenova monterova dais asco hipócritas caro nos sale a los españoles tu chiringuito,1
cuando llegan inmigrantes a españa se entrevista a todo el mundo menos al inmigrante,1
la primera medida de un gobierno de emergencia y salvación nacional debe ser la deportación general de todo inmigrante llegado ilegalmente a las costas españolas en los pasados meses,1
has de ser sudaca con razón la inteligencia 😂,1
yo cada vez que me encuentro un inmigrante venezolano que puedo explotar y hacerle creer que los 2 pesos que le doy al día vale oro,1
la inmigrante monasterio intentando blanquear su pasado simplemente hace aún más el ridículo,1
ahora pretende que los repartamos por comunidades y les demos boleta para ir al resto de europa presidente di claramente que no quieres ni un solo inmigrante ilegal ni uno solo y empezamos a buscar soluciones,1
ni tú los de paracuellos inmigrante desagradecido,1
